sigma,month,b,cr
15,9,2,2.8052775250227477
15,9,4,2.8607825295723384
15,9,8,3.0181983621474067
15,9,16,3.0655141037306644
15,9,32,3.0773430391264784
15,9,64,3.1073703366696996
15,9,128,3.056414922656961
20,9,1,3.0673339399454047
20,9,2,2.828935395814377
20,9,4,2.9317561419472247
20,9,8,3.072793448589627
20,9,16,3.0991810737033667
20,9,32,3.1155595996360326
20,9,64,3.119199272065514
20,9,128,3.0764331210191083
0,9,1,3.0473157415832577
0,9,2,2.462238398544131
0,9,4,2.0982711555959965
0,9,8,1.8753412192902639
0,9,16,1.8016378525932666
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.0982711555959965
2,9,2,2.464968152866242
2,9,4,2.0991810737033667
2,9,8,1.8762511373976343
2,9,16,1.8180163785259327
2,9,32,1.8180163785259327
2,9,64,1.832575068243858
2,9,128,1.8380345768880801
5,9,1,3.0909918107370338
5,9,2,2.5432211101000908
5,9,4,2.3421292083712464
5,9,8,2.392174704276615
5,9,16,2.5450409463148316
5,9,32,2.8143767060964513
5,9,64,2.9745222929936306
5,9,128,3.031847133757962
10,9,1,3.0791628753412192
10,9,2,2.741583257506824
10,9,4,2.7306642402183803
10,9,8,2.9044585987261144
10,9,16,3.0764331210191083
10,9,32,3.137397634212921
10,9,64,3.0937215650591448
10,9,128,3.113739763421292
15,9,1,3.126478616924477
15,9,2,2.789808917197452
15,9,4,2.826205641492266
15,9,8,3.035486806187443
15,9,16,3.091901728844404
15,9,32,3.102820746132848
15,9,64,3.1182893539581436
15,9,128,3.0937215650591448
20,9,1,3.05368516833485
20,9,2,2.859872611464968
20,9,4,2.894449499545041
20,9,8,3.0200181983621475
20,9,16,3.1010009099181075
20,9,32,3.087352138307552
20,9,64,3.094631483166515
20,9,128,3.085532302092812
0,9,1,3.1155595996360326
0,9,2,2.445859872611465
0,9,4,2.0646041856232937
0,9,8,1.867151956323931
0,9,16,1.802547770700637
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.1282984531392173
2,9,2,2.480436760691538
2,9,4,2.083712465878071
2,9,8,1.8735213830755233
2,9,16,1.8198362147406733
2,9,32,1.829845313921747
2,9,64,1.8225659690627845
2,9,128,1.8362147406733393
5,9,1,3.1155595996360326
5,9,2,2.6041856232939034
5,9,4,2.3248407643312103
5,9,8,2.349408553230209
5,9,16,2.5959963603275704
5,9,32,2.8016378525932666
5,9,64,2.9927206551410372
5,9,128,3.0591446769790718
10,9,1,3.123748862602366
10,9,2,2.738853503184713
10,9,4,2.7015468607825297
10,9,8,2.9417652411282984
10,9,16,3.121019108280255
10,9,32,3.056414922656961
10,9,64,3.097361237488626
10,9,128,3.0627843494085534
15,9,1,3.1073703366696996
15,9,2,2.828935395814377
15,9,4,2.876251137397634
15,9,8,3.0218380345768883
15,9,16,3.0955414012738856
15,9,32,3.0800727934485894
15,9,64,3.1064604185623295
15,9,128,3.0655141037306644
20,9,1,3.0955414012738856
20,9,2,2.824385805277525
20,9,4,2.924476797088262
20,9,8,3.0309372156505914
20,9,16,3.116469517743403
20,9,32,3.1255686988171063
20,9,64,3.100090991810737
20,9,128,3.1228389444949953
0,9,1,3.0800727934485894
0,9,2,2.451319381255687
0,9,4,2.086442220200182
0,9,8,1.8689717925386715
0,9,16,1.8034576888080074
0,9,32,1.7989080982711556
0,9,64,1.7989080982711556
0,9,128,1.7989080982711556
2,9,1,3.092811646951774
2,9,2,2.48680618744313
2,9,4,2.097361237488626
2,9,8,1.8826205641492266
2,9,16,1.816196542311192
2,9,32,1.8171064604185623
2,9,64,1.829845313921747
2,9,128,1.8353048225659692
5,9,1,3.0937215650591448
5,9,2,2.545950864422202
5,9,4,2.3303002729754323
5,9,8,2.3639672429481347
5,9,16,2.606005459508644
5,9,32,2.86533212010919
5,9,64,2.956323930846224
5,9,128,3.082802547770701
10,9,1,3.0909918107370338
10,9,2,2.7070063694267517
10,9,4,2.7506824385805277
10,9,8,2.9044585987261144
10,9,16,3.0618744313011828
10,9,32,3.116469517743403
10,9,64,3.1492265696087354
10,9,128,3.1201091901728844
15,9,1,3.0600545950864424
15,9,2,2.777979981801638
15,9,4,2.9008189262966333
15,9,8,3.0191082802547773
15,9,16,3.1110100090991812
15,9,32,3.13557779799818
15,9,64,3.088262056414923
15,9,128,3.1064604185623295
20,9,1,3.1437670609645134
20,9,2,2.835304822565969
20,9,4,2.9308462238398545
20,9,8,3.0600545950864424
20,9,16,3.0964513193812557
20,9,32,3.0991810737033667
20,9,64,3.078252957233849
20,9,128,3.1537761601455867
0,10,1,3.0424757281553396
0,10,2,2.4199029126213594
0,10,4,2.078883495145631
0,10,8,1.8519417475728155
0,10,16,1.7803398058252426
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.0679611650485437
2,10,2,2.450242718446602
2,10,4,2.0898058252427183
2,10,8,1.8616504854368932
2,10,16,1.7985436893203883
2,10,32,1.7985436893203883
2,10,64,1.7985436893203883
2,10,128,1.8118932038834952
5,10,1,3.0934466019417477
5,10,2,2.5606796116504853
5,10,4,2.283980582524272
5,10,8,2.3155339805825244
5,10,16,2.474514563106796
5,10,32,2.7985436893203883
5,10,64,2.907766990291262
5,10,128,2.9720873786407767
10,10,1,3.1310679611650487
10,10,2,2.6808252427184467
10,10,4,2.6601941747572817
10,10,8,2.875
10,10,16,3.0449029126213594
10,10,32,3.0934466019417477
10,10,64,3.061893203883495
10,10,128,3.0473300970873787
15,10,1,3.0473300970873787
15,10,2,2.7851941747572817
15,10,4,2.813106796116505
15,10,8,2.91626213592233
15,10,16,3.1007281553398056
15,10,32,3.1225728155339807
15,10,64,3.0509708737864076
15,10,128,3.0351941747572817
20,10,1,3.0898058252427183
20,10,2,2.825242718446602
20,10,4,2.912621359223301
20,10,8,3.1104368932038833
20,10,16,3.037621359223301
20,10,32,3.0691747572815533
20,10,64,3.125
20,10,128,3.0691747572815533
0,10,1,3.08373786407767
0,10,2,2.4599514563106797
0,10,4,2.0473300970873787
0,10,8,1.858009708737864
0,10,16,1.779126213592233
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.0898058252427183
2,10,2,2.4441747572815533
2,10,4,2.0776699029126213
2,10,8,1.8567961165048543
2,10,16,1.7924757281553398
2,10,32,1.7900485436893203
2,10,64,1.8033980582524272
2,10,128,1.8046116504854368
5,10,1,3.0885922330097086
5,10,2,2.533980582524272
5,10,4,2.296116504854369
5,10,8,2.328883495145631
5,10,16,2.516990291262136
5,10,32,2.7609223300970873
5,10,64,2.936893203883495
5,10,128,3.0266990291262137
10,10,1,3.0679611650485437
10,10,2,2.688106796116505
10,10,4,2.6529126213592233
10,10,8,2.8652912621359223
10,10,16,2.991504854368932
10,10,32,3.091019417475728
10,10,64,3.0764563106796117
10,10,128,3.054611650485437
15,10,1,3.0813106796116503
15,10,2,2.79126213592233
15,10,4,2.8555825242718447
15,10,8,3.0449029126213594
15,10,16,3.087378640776699
15,10,32,3.0946601941747574
15,10,64,3.1007281553398056
15,10,128,3.0315533980582523
20,10,1,3.0521844660194173
20,10,2,2.8033980582524274
20,10,4,2.8470873786407767
20,10,8,3.0266990291262137
20,10,16,3.0861650485436893
20,10,32,3.0740291262135924
20,10,64,3.008495145631068
20,10,128,3.154126213592233
0,10,1,3.091019417475728
0,10,2,2.467233009708738
0,10,4,2.058252427184466
0,10,8,1.8495145631067962
0,10,16,1.7851941747572815
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.129854368932039
2,10,2,2.441747572815534
2,10,4,2.033980582524272
2,10,8,1.8567961165048543
2,10,16,1.8033980582524272
2,10,32,1.787621359223301
2,10,64,1.7985436893203883
2,10,128,1.8009708737864079
5,10,1,3.1468446601941746
5,10,2,2.4817961165048543
5,10,4,2.3228155339805827
5,10,8,2.2815533980582523
5,10,16,2.5436893203883497
5,10,32,2.720873786407767
5,10,64,2.979368932038835
5,10,128,3.0315533980582523
10,10,1,3.1019417475728157
10,10,2,2.674757281553398
10,10,4,2.6808252427184467
10,10,8,2.9320388349514563
10,10,16,3.0509708737864076
10,10,32,3.141990291262136
10,10,64,3.054611650485437
10,10,128,3.0436893203883497
15,10,1,3.1274271844660193
15,10,2,2.7742718446601944
15,10,4,2.8446601941747574
15,10,8,2.9320388349514563
15,10,16,3.0424757281553396
15,10,32,3.0946601941747574
15,10,64,3.0849514563106797
15,10,128,3.0934466019417477
20,10,1,3.0825242718446604
20,10,2,2.8191747572815533
20,10,4,2.887135922330097
20,10,8,3.0509708737864076
20,10,16,3.078883495145631
20,10,32,3.1237864077669903
20,10,64,3.112864077669903
20,10,128,3.1140776699029127
0,10,1,3.08373786407767
0,10,2,2.408980582524272
0,10,4,2.0643203883495147
0,10,8,1.8592233009708738
0,10,16,1.7803398058252426
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.08373786407767
2,10,2,2.4356796116504853
2,10,4,2.0776699029126213
2,10,8,1.866504854368932
2,10,16,1.7936893203883495
2,10,32,1.7949029126213591
2,10,64,1.7912621359223302
2,10,128,1.8033980582524272
5,10,1,3.1055825242718447
5,10,2,2.5521844660194173
5,10,4,2.2572815533980584
5,10,8,2.3507281553398056
5,10,16,2.5533980582524274
5,10,32,2.7718446601941746
5,10,64,2.9648058252427183
5,10,128,3.033980582524272
10,10,1,3.112864077669903
10,10,2,2.658980582524272
10,10,4,2.6771844660194173
10,10,8,2.883495145631068
10,10,16,3.063106796116505
10,10,32,3.1031553398058254
10,10,64,3.0800970873786406
10,10,128,3.0473300970873787
15,10,1,3.0679611650485437
15,10,2,2.75
15,10,4,2.8944174757281553
15,10,8,2.995145631067961
15,10,16,3.108009708737864
15,10,32,3.063106796116505
15,10,64,3.0776699029126213
15,10,128,3.0643203883495147
20,10,1,3.1347087378640777
20,10,2,2.7949029126213594
20,10,4,2.9308252427184467
20,10,8,3.061893203883495
20,10,16,3.078883495145631
20,10,32,3.0509708737864076
20,10,64,3.1225728155339807
20,10,128,3.0898058252427183
0,10,1,3.0970873786407767
0,10,2,2.41626213592233
0,10,4,2.0655339805825244
0,10,8,1.8434466019417475
0,10,16,1.7839805825242718
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.095873786407767
2,10,2,2.4817961165048543
2,10,4,2.0655339805825244
2,10,8,1.866504854368932
2,10,16,1.8058252427184467
2,10,32,1.7973300970873787
2,10,64,1.8009708737864079
2,10,128,1.8106796116504855
5,10,1,3.0509708737864076
5,10,2,2.508495145631068
5,10,4,2.2851941747572817
5,10,8,2.3106796116504853
5,10,16,2.5133495145631066
5,10,32,2.775485436893204
5,10,64,2.9514563106796117
5,10,128,2.991504854368932
10,10,1,3.0885922330097086
10,10,2,2.7075242718446604
10,10,4,2.70873786407767
10,10,8,2.879854368932039
10,10,16,3.0133495145631066
10,10,32,3.1019417475728157
10,10,64,3.099514563106796
10,10,128,3.087378640776699
15,10,1,3.04126213592233
15,10,2,2.7815533980582523
15,10,4,2.8094660194174756
15,10,8,2.9890776699029127
15,10,16,3.1067961165048543
15,10,32,3.0776699029126213
15,10,64,3.0473300970873787
15,10,128,3.0898058252427183
20,10,1,3.1237864077669903
20,10,2,2.8033980582524274
20,10,4,2.8980582524271843
20,10,8,3.070388349514563
20,10,16,3.0570388349514563
20,10,32,3.0934466019417477
20,10,64,3.075242718446602
20,10,128,3.078883495145631
0,10,1,3.087378640776699
0,10,2,2.4138349514563107
0,10,4,2.0716019417475726
0,10,8,1.8640776699029127
0,10,16,1.7851941747572815
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.004854368932039
2,10,2,2.438106796116505
2,10,4,2.037621359223301
2,10,8,1.8616504854368932
2,10,16,1.7985436893203883
2,10,32,1.8009708737864079
2,10,64,1.7985436893203883
2,10,128,1.8046116504854368
5,10,1,3.0776699029126213
5,10,2,2.520631067961165
5,10,4,2.2633495145631066
5,10,8,2.2718446601941746
5,10,16,2.532766990291262
5,10,32,2.729368932038835
5,10,64,2.974514563106796
5,10,128,3.04126213592233
10,10,1,3.121359223300971
10,10,2,2.6771844660194173
10,10,4,2.6820388349514563
10,10,8,2.8895631067961167
10,10,16,2.9866504854368934
10,10,32,3.066747572815534
10,10,64,3.1225728155339807
10,10,128,3.108009708737864
15,10,1,3.1019417475728157
15,10,2,2.7682038834951457
15,10,4,2.8470873786407767
15,10,8,2.9720873786407767
15,10,16,3.0218446601941746
15,10,32,3.0279126213592233
15,10,64,3.0946601941747574
15,10,128,3.091019417475728
20,10,1,3.0885922330097086
20,10,2,2.8276699029126213
20,10,4,2.908980582524272
20,10,8,3.0279126213592233
20,10,16,3.070388349514563
20,10,32,3.1383495145631066
20,10,64,3.0861650485436893
20,10,128,3.0594660194174756
0,10,1,3.125
0,10,2,2.4199029126213594
0,10,4,2.037621359223301
0,10,8,1.8689320388349515
0,10,16,1.7839805825242718
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.0182038834951457
2,10,2,2.4259708737864076
2,10,4,2.066747572815534
2,10,8,1.8689320388349515
2,10,16,1.8009708737864079
2,10,32,1.7973300970873787
2,10,64,1.8009708737864079
2,10,128,1.8021844660194175
5,10,1,3.0643203883495147
5,10,2,2.516990291262136
5,10,4,2.3033980582524274
5,10,8,2.3143203883495147
5,10,16,2.466019417475728
5,10,32,2.7973300970873787
5,10,64,2.9101941747572817
5,10,128,3.0436893203883497
10,10,1,3.133495145631068
10,10,2,2.703883495145631
10,10,4,2.6650485436893203
10,10,8,2.904126213592233
10,10,16,3.0521844660194173
10,10,32,3.063106796116505
10,10,64,3.092233009708738
10,10,128,3.0606796116504853
15,10,1,3.0691747572815533
15,10,2,2.7694174757281553
15,10,4,2.799757281553398
15,10,8,3.0315533980582523
15,10,16,3.066747572815534
15,10,32,3.0533980582524274
15,10,64,3.0970873786407767
15,10,128,3.029126213592233
20,10,1,3.099514563106796
20,10,2,2.7973300970873787
20,10,4,2.91626213592233
20,10,8,3.0558252427184467
20,10,16,3.0060679611650487
20,10,32,3.0606796116504853
20,10,64,3.112864077669903
20,10,128,3.075242718446602
0,10,1,3.0861650485436893
0,10,2,2.4563106796116503
0,10,4,2.049757281553398
0,10,8,1.8446601941747574
0,10,16,1.7839805825242718
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.0764563106796117
2,10,2,2.4393203883495147
2,10,4,2.063106796116505
2,10,8,1.866504854368932
2,10,16,1.7973300970873787
2,10,32,1.7900485436893203
2,10,64,1.8021844660194175
2,10,128,1.8058252427184467
5,10,1,3.1007281553398056
5,10,2,2.529126213592233
5,10,4,2.2803398058252426
5,10,8,2.3191747572815533
5,10,16,2.5024271844660193
5,10,32,2.717233009708738
5,10,64,2.9174757281553396
5,10,128,3.0230582524271843
10,10,1,3.121359223300971
10,10,2,2.6723300970873787
10,10,4,2.6771844660194173
10,10,8,2.9199029126213594
10,10,16,3.016990291262136
10,10,32,3.0691747572815533
10,10,64,3.091019417475728
10,10,128,3.0436893203883497
15,10,1,3.0740291262135924
15,10,2,2.7512135922330097
15,10,4,2.8033980582524274
15,10,8,3.012135922330097
15,10,16,3.0825242718446604
15,10,32,3.0655339805825244
15,10,64,3.0364077669902914
15,10,128,3.061893203883495
20,10,1,3.0740291262135924
20,10,2,2.813106796116505
20,10,4,2.875
20,10,8,2.9866504854368934
20,10,16,3.0485436893203883
20,10,32,3.0849514563106797
20,10,64,3.063106796116505
20,10,128,3.058252427184466
0,10,1,3.092233009708738
0,10,2,2.433252427184466
0,10,4,2.0521844660194173
0,10,8,1.8446601941747574
0,10,16,1.7803398058252426
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.1383495145631066
2,10,2,2.4684466019417477
2,10,4,2.0813106796116503
2,10,8,1.8616504854368932
2,10,16,1.7985436893203883
2,10,32,1.8009708737864079
2,10,64,1.8131067961165048
2,10,128,1.8058252427184467
5,10,1,3.0898058252427183
5,10,2,2.5351941747572817
5,10,4,2.283980582524272
5,10,8,2.3349514563106797
5,10,16,2.5024271844660193
5,10,32,2.7657766990291264
5,10,64,2.933252427184466
5,10,128,3.0279126213592233
10,10,1,3.1140776699029127
10,10,2,2.7050970873786406
10,10,4,2.7099514563106797
10,10,8,2.8519417475728157
10,10,16,3.054611650485437
10,10,32,3.1055825242718447
10,10,64,3.0218446601941746
10,10,128,3.0813106796116503
15,10,1,3.108009708737864
15,10,2,2.8106796116504853
15,10,4,2.8762135922330097
15,10,8,3.016990291262136
15,10,16,3.1177184466019416
15,10,32,3.1152912621359223
15,10,64,3.1225728155339807
15,10,128,3.1007281553398056
20,10,1,3.0849514563106797
20,10,2,2.7949029126213594
20,10,4,2.879854368932039
20,10,8,3.0133495145631066
20,10,16,3.078883495145631
20,10,32,3.0898058252427183
20,10,64,3.0800970873786406
20,10,128,3.025485436893204
0,10,1,3.095873786407767
0,10,2,2.4320388349514563
0,10,4,2.046116504854369
0,10,8,1.8689320388349515
0,10,16,1.7851941747572815
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.104368932038835
2,10,2,2.4150485436893203
2,10,4,2.070388349514563
2,10,8,1.8652912621359223
2,10,16,1.8009708737864079
2,10,32,1.7985436893203883
2,10,64,1.808252427184466
2,10,128,1.8033980582524272
5,10,1,3.054611650485437
5,10,2,2.5266990291262137
5,10,4,2.283980582524272
5,10,8,2.3191747572815533
5,10,16,2.5449029126213594
5,10,32,2.7439320388349513
5,10,64,2.9283980582524274
5,10,128,3.020631067961165
10,10,1,3.1322815533980584
10,10,2,2.683252427184466
10,10,4,2.625
10,10,8,2.875
10,10,16,3.087378640776699
10,10,32,3.087378640776699
10,10,64,3.0643203883495147
10,10,128,3.058252427184466
15,10,1,3.1031553398058254
15,10,2,2.7779126213592233
15,10,4,2.8774271844660193
15,10,8,3.0194174757281553
15,10,16,3.0364077669902914
15,10,32,3.0776699029126213
15,10,64,3.091019417475728
15,10,128,3.0606796116504853
20,10,1,3.095873786407767
20,10,2,2.808252427184466
20,10,4,2.8689320388349513
20,10,8,3.0279126213592233
20,10,16,3.0740291262135924
20,10,32,3.0728155339805827
20,10,64,3.116504854368932
20,10,128,3.0400485436893203
0,10,1,3.0473300970873787
0,10,2,2.466019417475728
0,10,4,2.0825242718446604
0,10,8,1.8495145631067962
0,10,16,1.779126213592233
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.0728155339805827
2,10,2,2.470873786407767
2,10,4,2.0740291262135924
2,10,8,1.8628640776699028
2,10,16,1.7912621359223302
2,10,32,1.7912621359223302
2,10,64,1.8046116504854368
2,10,128,1.8009708737864079
5,10,1,3.054611650485437
5,10,2,2.5218446601941746
5,10,4,2.3313106796116503
5,10,8,2.320388349514563
5,10,16,2.5145631067961167
5,10,32,2.7779126213592233
5,10,64,2.945388349514563
5,10,128,3.078883495145631
10,10,1,3.066747572815534
10,10,2,2.6844660194174756
10,10,4,2.6735436893203883
10,10,8,2.8725728155339807
10,10,16,3.0655339805825244
10,10,32,3.1092233009708736
10,10,64,3.0898058252427183
10,10,128,3.0521844660194173
15,10,1,3.0266990291262137
15,10,2,2.7766990291262137
15,10,4,2.875
15,10,8,3.0400485436893203
15,10,16,3.095873786407767
15,10,32,3.0570388349514563
15,10,64,3.08373786407767
15,10,128,3.0606796116504853
20,10,1,3.1359223300970873
20,10,2,2.7803398058252426
20,10,4,2.8592233009708736
20,10,8,3.0145631067961167
20,10,16,3.0194174757281553
20,10,32,3.091019417475728
20,10,64,3.1225728155339807
20,10,128,3.099514563106796
0,10,1,3.032766990291262
0,10,2,2.400485436893204
0,10,4,2.0655339805825244
0,10,8,1.8470873786407767
0,10,16,1.7839805825242718
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.1395631067961167
2,10,2,2.4405339805825244
2,10,4,2.0716019417475726
2,10,8,1.8531553398058251
2,10,16,1.7924757281553398
2,10,32,1.796116504854369
2,10,64,1.8009708737864079
2,10,128,1.8094660194174756
5,10,1,3.066747572815534
5,10,2,2.5509708737864076
5,10,4,2.2694174757281553
5,10,8,2.316747572815534
5,10,16,2.525485436893204
5,10,32,2.7439320388349513
5,10,64,2.938106796116505
5,10,128,3.025485436893204
10,10,1,3.0594660194174756
10,10,2,2.6905339805825244
10,10,4,2.6783980582524274
10,10,8,2.878640776699029
10,10,16,3.0509708737864076
10,10,32,3.1067961165048543
10,10,64,3.075242718446602
10,10,128,3.1019417475728157
15,10,1,3.0885922330097086
15,10,2,2.7281553398058254
15,10,4,2.825242718446602
15,10,8,3.020631067961165
15,10,16,3.046116504854369
15,10,32,3.0825242718446604
15,10,64,3.08373786407767
15,10,128,3.1055825242718447
20,10,1,3.0970873786407767
20,10,2,2.753640776699029
20,10,4,2.962378640776699
20,10,8,3.0558252427184467
20,10,16,3.0970873786407767
20,10,32,3.0740291262135924
20,10,64,3.054611650485437
20,10,128,3.087378640776699
0,10,1,3.1225728155339807
0,10,2,2.4235436893203883
0,10,4,2.0436893203883497
0,10,8,1.866504854368932
0,10,16,1.7839805825242718
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.0849514563106797
2,10,2,2.4466019417475726
2,10,4,2.0655339805825244
2,10,8,1.8652912621359223
2,10,16,1.7912621359223302
2,10,32,1.7985436893203883
2,10,64,1.8094660194174756
2,10,128,1.8094660194174756
5,10,1,3.0934466019417477
5,10,2,2.570388349514563
5,10,4,2.311893203883495
5,10,8,2.2633495145631066
5,10,16,2.575242718446602
5,10,32,2.775485436893204
5,10,64,2.9199029126213594
5,10,128,3.0109223300970873
10,10,1,3.0934466019417477
10,10,2,2.6735436893203883
10,10,4,2.6990291262135924
10,10,8,2.8810679611650487
10,10,16,3.0813106796116503
10,10,32,3.0946601941747574
10,10,64,3.049757281553398
10,10,128,3.0861650485436893
15,10,1,3.0776699029126213
15,10,2,2.804611650485437
15,10,4,2.8446601941747574
15,10,8,3.0024271844660193
15,10,16,3.0473300970873787
15,10,32,3.0800970873786406
15,10,64,3.0679611650485437
15,10,128,3.049757281553398
20,10,1,3.0473300970873787
20,10,2,2.8191747572815533
20,10,4,2.9235436893203883
20,10,8,3.0133495145631066
20,10,16,3.157766990291262
20,10,32,3.0691747572815533
20,10,64,3.0570388349514563
20,10,128,3.063106796116505
0,10,1,3.037621359223301
0,10,2,2.4563106796116503
0,10,4,2.033980582524272
0,10,8,1.8652912621359223
0,10,16,1.7803398058252426
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.1055825242718447
2,10,2,2.4466019417475726
2,10,4,2.066747572815534
2,10,8,1.8555825242718447
2,10,16,1.7973300970873787
2,10,32,1.8058252427184467
2,10,64,1.8058252427184467
2,10,128,1.8009708737864079
5,10,1,3.0776699029126213
5,10,2,2.570388349514563
5,10,4,2.2900485436893203
5,10,8,2.325242718446602
5,10,16,2.453883495145631
5,10,32,2.7257281553398056
5,10,64,2.924757281553398
5,10,128,2.9842233009708736
10,10,1,3.0898058252427183
10,10,2,2.6699029126213594
10,10,4,2.6735436893203883
10,10,8,2.9235436893203883
10,10,16,3.029126213592233
10,10,32,3.0388349514563107
10,10,64,3.0716019417475726
10,10,128,3.0691747572815533
15,10,1,3.0934466019417477
15,10,2,2.7487864077669903
15,10,4,2.8300970873786406
15,10,8,2.9696601941747574
15,10,16,3.087378640776699
15,10,32,3.0885922330097086
15,10,64,3.033980582524272
15,10,128,3.078883495145631
20,10,1,3.0983009708737863
20,10,2,2.813106796116505
20,10,4,2.8810679611650487
20,10,8,3.0509708737864076
20,10,16,3.0606796116504853
20,10,32,3.1444174757281553
20,10,64,3.0983009708737863
20,10,128,3.0728155339805827
0,10,1,3.037621359223301
0,10,2,2.4308252427184467
0,10,4,2.0594660194174756
0,10,8,1.8519417475728155
0,10,16,1.7839805825242718
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.033980582524272
2,10,2,2.4769417475728157
2,10,4,2.0485436893203883
2,10,8,1.8555825242718447
2,10,16,1.8046116504854368
2,10,32,1.7985436893203883
2,10,64,1.7924757281553398
2,10,128,1.7973300970873787
5,10,1,3.0449029126213594
5,10,2,2.54126213592233
5,10,4,2.299757281553398
5,10,8,2.3094660194174756
5,10,16,2.5109223300970873
5,10,32,2.695388349514563
5,10,64,2.9016990291262137
5,10,128,3.0266990291262137
10,10,1,3.104368932038835
10,10,2,2.7220873786407767
10,10,4,2.6820388349514563
10,10,8,2.8689320388349513
10,10,16,3.0436893203883497
10,10,32,3.0983009708737863
10,10,64,3.0825242718446604
10,10,128,3.1189320388349513
15,10,1,3.0800970873786406
15,10,2,2.7524271844660193
15,10,4,2.8033980582524274
15,10,8,3.0060679611650487
15,10,16,3.0691747572815533
15,10,32,3.128640776699029
15,10,64,3.0764563106796117
15,10,128,3.099514563106796
20,10,1,3.0970873786407767
20,10,2,2.8009708737864076
20,10,4,2.91626213592233
20,10,8,3.049757281553398
20,10,16,3.1116504854368934
20,10,32,3.0934466019417477
20,10,64,3.1104368932038833
20,10,128,3.075242718446602
0,10,1,3.0800970873786406
0,10,2,2.4356796116504853
0,10,4,2.0655339805825244
0,10,8,1.8531553398058251
0,10,16,1.779126213592233
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.078883495145631
2,10,2,2.4526699029126213
2,10,4,2.0691747572815533
2,10,8,1.854368932038835
2,10,16,1.7936893203883495
2,10,32,1.787621359223301
2,10,64,1.7900485436893203
2,10,128,1.8070388349514563
5,10,1,3.0558252427184467
5,10,2,2.537621359223301
5,10,4,2.287621359223301
5,10,8,2.3398058252427183
5,10,16,2.4720873786407767
5,10,32,2.7135922330097086
5,10,64,2.900485436893204
5,10,128,3.0424757281553396
10,10,1,3.061893203883495
10,10,2,2.6492718446601944
10,10,4,2.700242718446602
10,10,8,2.9611650485436893
10,10,16,3.0728155339805827
10,10,32,3.0861650485436893
10,10,64,3.116504854368932
10,10,128,3.0946601941747574
15,10,1,3.033980582524272
15,10,2,2.7572815533980584
15,10,4,2.820388349514563
15,10,8,2.9817961165048543
15,10,16,3.0716019417475726
15,10,32,3.0691747572815533
15,10,64,3.1019417475728157
15,10,128,3.1067961165048543
20,10,1,3.0813106796116503
20,10,2,2.782766990291262
20,10,4,2.9259708737864076
20,10,8,3.0182038834951457
20,10,16,3.0983009708737863
20,10,32,3.1116504854368934
20,10,64,3.120145631067961
20,10,128,3.0691747572815533
0,10,1,3.0485436893203883
0,10,2,2.4550970873786406
0,10,4,2.0813106796116503
0,10,8,1.854368932038835
0,10,16,1.7815533980582525
0,10,32,1.7754854368932038
0,10,64,1.7754854368932038
0,10,128,1.7754854368932038
2,10,1,3.04126213592233
2,10,2,2.450242718446602
2,10,4,2.091019417475728
2,10,8,1.8677184466019416
2,10,16,1.799757281553398
2,10,32,1.796116504854369
2,10,64,1.8058252427184467
2,10,128,1.8033980582524272
5,10,1,3.0776699029126213
5,10,2,2.5279126213592233
5,10,4,2.2888349514563107
5,10,8,2.3385922330097086
5,10,16,2.5145631067961167
5,10,32,2.6929611650485437
5,10,64,2.9441747572815533
5,10,128,3.0194174757281553
10,10,1,3.0740291262135924
10,10,2,2.724514563106796
10,10,4,2.700242718446602
